tpp/fova/chara/qui/qui0_dam_on	8ba54149ff0c
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_dog	6afcd05d5d95
tpp/pack/mission2/animal/factory_W/anml_factory_W_00	6da3d8d1c75f
tpp/motion/motion_graph/wolf/Wolf_layers	a06f8a604d87
tpp/motion/mtar/wolf/Wolf_layers	732268a7b0af
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/fova/chara/jcl/jcl0_v00_c00	b792363fa496
tpp/level/mission2/animal/factory_W/anml_factory_W_00	a58b94ad5f1f
tpp/parts/chara/jcl/jcl0_main0_def_v00	89b6323084a7
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/ddg/dog_targetdefense	ae8c0ed178a2
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/field_N/anml_field_N_00	25cb0c29c7ed
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/csm/Scenes/csm0_main0_def	317731ca8f86
tpp/chara/csm/Scenes/csm0_main0_def	317731ca8f86
tpp/fova/chara/csm/csm_v00	a7774f499956
tpp/level/mission2/animal/field_N/anml_field_N_00	793680ad8279
tpp/parts/chara/csm/csm0_main0_def_v00	4a551f06ade6
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_ddog	3d99b7a28c82
tpp/pack/mission2/animal/field_N/anml_field_N_01	0aa1db54f6f4
tpp/motion/motion_graph/buddypuppy/BuddyPuppy_layers	4107850f1008
tpp/motion/mtar/buddypuppy/BuddyPuppy_layers	c530225ab001
tpp/chara/ddg/Scenes/ddg1_main0_low	894e7b2bce61
tpp/chara/ddg/Scenes/ddg1_main0_low	894e7b2bce61
tpp/chara/ddg/Scenes/ddg1_main0_low	894e7b2bce61
tpp/fova/chara/ddg/ddg1_v01_c00_low	d440d113cc47
tpp/fova/chara/ddg/ddg1_v02_c00_low	3d81102fb096
tpp/level/mission2/animal/field_N/anml_field_N_01	8cf5c6cbc1f2
tpp/parts/chara/ddg/ddg1_main0_low_v00	b34920562b3a
tpp/effect/vfx_data/chara/fx_tpp_chrfotsmk03d_s3MG	b07c752a026c
tpp/effect/vfx_data/chara/fx_tpp_chrfotsmk02d_s1MG	8d833ff4923e
tpp/effect/vfx_data/chara/fx_tpp_chrfotsmk01d_s0MG	1235e509b675
tpp/effect/vfx_data/chara/fx_tpp_chrfotrin03d_s3MG	a0338cb5e9ad
tpp/effect/vfx_data/chara/fx_tpp_chrfotrin02d_s1MG	972cffebabf7
tpp/effect/vfx_data/chara/fx_tpp_chrfotrin01d_s0MG	bfb0470e202f
tpp/parts/chara/dog/WatchDogPushDefenseTarget	91a9bf751800
tpp/parts/chara/dog/WatchDogDefenseTarget	a23231918d67
tpp/chara/ddg/Fox_files/ddg0_main0_def_s00	7e0d7b976d88
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_dog	6afcd05d5d95
tpp/pack/mission2/animal/flowStation_NE/anml_flowStation_NE_00	d7b314a83102
tpp/motion/motion_graph/wolf/Wolf_layers	a06f8a604d87
tpp/motion/mtar/wolf/Wolf_layers	732268a7b0af
tpp/chara/lyc/Scenes/lyc0_main0_def	ba223cdd82d8
tpp/chara/lyc/Scenes/lyc0_main0_def	ba223cdd82d8
tpp/chara/lyc/Scenes/lyc0_main0_def	ba223cdd82d8
tpp/fova/chara/jcl/jcl0_v00_c00	b792363fa496
tpp/level/mission2/animal/flowStation_NE/anml_flowStation_NE_00	ff3a243a58d8
tpp/parts/chara/lyc/lyc0_main0_def_v00	a876a65cec2d
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/ddg/dog_targetdefense	ae8c0ed178a2
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_zebra	1bc57bd422a3
tpp/pack/mission2/animal/flowStation_S/anml_flowStation_S_00	17c81426413d
tpp/motion/motion_graph/zebra/TppZebra_layers	997fd2d0291c
tpp/motion/mtar/zebra/Zebra_layers	9ba397bdcd06
tpp/chara/dnk/Scenes/dnk0_main0_def	36fbb56926be
tpp/chara/dnk/Scenes/dnk0_main0_def	36fbb56926be
tpp/level/mission2/animal/flowStation_S/anml_flowStation_S_00	3056d43aca61
tpp/parts/chara/dnk/dnk0_main0_def_v00	81015c05f208
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/hrs/hrs0_targetdefense	ddd8ed7209c1
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_zebra	1bc57bd422a3
tpp/pack/mission2/animal/flowStation_swamp/anml_flowStation_swamp_00	0a5ebca9cc5f
tpp/motion/motion_graph/zebra/TppZebra_layers	997fd2d0291c
tpp/motion/mtar/zebra/Zebra_layers	9ba397bdcd06
tpp/chara/okp/Scenes/okp0_main0_def	6369d7c20465
tpp/chara/okp/Scenes/okp0_main0_def	6369d7c20465
tpp/level/mission2/animal/flowStation_swamp/anml_flowStation_swamp_00	53145459b37e
tpp/parts/chara/okp/okp0_main0_def_v00	8b8591856f63
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/hrs/hrs0_targetdefense	ddd8ed7209c1
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_zebra	1bc57bd422a3
tpp/pack/mission2/animal/hill_N/anml_hill_N_00	43a90a979e12
tpp/motion/motion_graph/zebra/TppZebra_layers	997fd2d0291c
tpp/motion/mtar/zebra/Zebra_layers	9ba397bdcd06
tpp/chara/dnk/Scenes/dnk0_main0_def	36fbb56926be
tpp/chara/dnk/Scenes/dnk0_main0_def	36fbb56926be
tpp/level/mission2/animal/hill_N/anml_hill_N_00	d8a81026af51
tpp/parts/chara/dnk/dnk0_main0_def_v00	81015c05f208
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/hrs/hrs0_targetdefense	ddd8ed7209c1
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_dog	6afcd05d5d95
tpp/pack/mission2/animal/hill_W/anml_hill_W_00	b93a56e3cf93
tpp/motion/motion_graph/wolf/Wolf_layers	a06f8a604d87
tpp/motion/mtar/wolf/Wolf_layers	732268a7b0af
tpp/chara/lyc/Scenes/lyc0_main0_def	ba223cdd82d8
tpp/chara/lyc/Scenes/lyc0_main0_def	ba223cdd82d8
tpp/chara/lyc/Scenes/lyc0_main0_def	ba223cdd82d8
tpp/fova/chara/jcl/jcl0_v00_c00	b792363fa496
tpp/level/mission2/animal/hill_W/anml_hill_W_00	bbc4d7d9c931
tpp/parts/chara/lyc/lyc0_main0_def_v00	a876a65cec2d
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/ddg/dog_targetdefense	ae8c0ed178a2
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/lab_IN_N/anml_lab_IN_N_00	92c8c01a167f
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/nbn/Scenes/nbn0_main0_def	f2406b4c423b
tpp/chara/nbn/Scenes/nbn0_main0_def	f2406b4c423b
tpp/fova/chara/nbn/nbn_v00	d56423f5ecc1
tpp/level/mission2/animal/lab_IN_N/anml_lab_IN_N_00	f0a8acdd2bbd
tpp/parts/chara/nbn/nbn0_main0_def_v00	b2ca362ccb27
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_zebra	1bc57bd422a3
tpp/pack/mission2/animal/lab_IN_S/anml_lab_IN_S_00	f8e63529d100
tpp/motion/motion_graph/zebra/TppZebra_layers	997fd2d0291c
tpp/motion/mtar/zebra/Zebra_layers	9ba397bdcd06
tpp/chara/dnk/Scenes/dnk0_main0_def	36fbb56926be
tpp/chara/dnk/Scenes/dnk0_main0_def	36fbb56926be
tpp/level/mission2/animal/lab_IN_S/anml_lab_IN_S_00	91dd2a710cba
tpp/parts/chara/dnk/dnk0_main0_def_v00	81015c05f208
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/hrs/hrs0_targetdefense	ddd8ed7209c1
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/outland_N/anml_outland_N_00	513ee0bad735
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/nbn/Scenes/nbn0_main0_def	f2406b4c423b
tpp/chara/nbn/Scenes/nbn0_main0_def	f2406b4c423b
tpp/fova/chara/nbn/nbn_v00	d56423f5ecc1
tpp/level/mission2/animal/outland_N/anml_outland_N_00	f8bace8985b3
tpp/parts/chara/nbn/nbn0_main0_def_v00	b2ca362ccb27
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_dog	6afcd05d5d95
tpp/pack/mission2/animal/outland_NE/anml_outland_NE_00	417025e338f2
tpp/motion/motion_graph/wolf/Wolf_layers	a06f8a604d87
tpp/motion/mtar/wolf/Wolf_layers	732268a7b0af
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/fova/chara/jcl/jcl0_v00_c00	b792363fa496
tpp/level/mission2/animal/outland_NE/anml_outland_NE_00	10a6f1f9ed6c
tpp/parts/chara/jcl/jcl0_main0_def_v00	89b6323084a7
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/ddg/dog_targetdefense	ae8c0ed178a2
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/outland_NNE/anml_outland_NNE_00	90541a8801c9
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/bor/Scenes/bor0_main0_def	dfcf2b574e78
tpp/chara/bor/Scenes/bor0_main0_def	dfcf2b574e78
tpp/fova/chara/bor/bor0_v00	c37be8de51cd
tpp/level/mission2/animal/outland_NNE/anml_outland_NNE_00	9c960e9b4ef1
tpp/parts/chara/bor/bor0_main0_def_v00	b1afba0ddac0
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_dog	6afcd05d5d95
tpp/pack/mission2/animal/pfCamp_E/anml_pfCamp_E_00	69c80ad2702b
tpp/motion/motion_graph/wolf/Wolf_layers	a06f8a604d87
tpp/motion/mtar/wolf/Wolf_layers	732268a7b0af
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/fova/chara/jcl/jcl0_v00_c00	b792363fa496
tpp/level/mission2/animal/pfCamp_E/anml_pfCamp_E_00	d1336d20b45b
tpp/parts/chara/jcl/jcl0_main0_def_v00	89b6323084a7
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/ddg/dog_targetdefense	ae8c0ed178a2
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_zebra	1bc57bd422a3
tpp/pack/mission2/animal/pfCamp_N/anml_pfCamp_N_00	9de782e30746
tpp/motion/motion_graph/zebra/TppZebra_layers	997fd2d0291c
tpp/motion/mtar/zebra/Zebra_layers	9ba397bdcd06
tpp/chara/zbr/Scenes/zbr0_main0_def	7e8f2f8d4343
tpp/chara/zbr/Scenes/zbr0_main0_def	7e8f2f8d4343
tpp/level/mission2/animal/pfCamp_N/anml_pfCamp_N_00	d2d5af457960
tpp/parts/chara/zbr/zbr0_main0_def_v00	4819b16a9adb
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/hrs/hrs0_targetdefense	ddd8ed7209c1
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/pfCamp_NE/anml_pfCamp_NE_00	ab3326e78b1b
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/nbn/Scenes/nbn0_main0_def	f2406b4c423b
tpp/chara/nbn/Scenes/nbn0_main0_def	f2406b4c423b
tpp/fova/chara/nbn/nbn_v00	d56423f5ecc1
tpp/level/mission2/animal/pfCamp_NE/anml_pfCamp_NE_00	33088d1621ce
tpp/parts/chara/nbn/nbn0_main0_def_v00	b2ca362ccb27
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_dog	6afcd05d5d95
tpp/pack/mission2/animal/pfCamp_NW/anml_pfCamp_NW_00	2a941e6773e3
tpp/motion/motion_graph/wolf/Wolf_layers	a06f8a604d87
tpp/motion/mtar/wolf/Wolf_layers	732268a7b0af
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/chara/jcl/Scenes/jcl0_main0_def	1f0b6a9c237e
tpp/fova/chara/jcl/jcl0_v00_c00	b792363fa496
tpp/level/mission2/animal/pfCamp_NW/anml_pfCamp_NW_00	a54a11916db6
tpp/parts/chara/jcl/jcl0_main0_def_v00	89b6323084a7
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/ddg/dog_targetdefense	ae8c0ed178a2
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/pfCamp_S/anml_pfCamp_S_00	a32a11533441
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/bor/Scenes/bor0_main0_def	dfcf2b574e78
tpp/chara/bor/Scenes/bor0_main0_def	dfcf2b574e78
tpp/fova/chara/bor/bor0_v00	c37be8de51cd
tpp/level/mission2/animal/pfCamp_S/anml_pfCamp_S_00	c0f291df77b4
tpp/parts/chara/bor/bor0_main0_def_v00	b1afba0ddac0
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/powerPlant_S/anml_powerPlant_S_00	d086c2ec68c2
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/fova/chara/kkl/kkl_v00	51766f0283c9
tpp/level/mission2/animal/powerPlant_S/anml_powerPlant_S_00	b785ceae69e7
tpp/parts/chara/kkl/kkl0_main0_def_v00	941e04ce7d35
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_dog	6afcd05d5d95
tpp/pack/mission2/animal/powerPlant_SE/anml_powerPlant_SE_00	4fed0c8445be
tpp/motion/motion_graph/wolf/Wolf_layers	a06f8a604d87
tpp/motion/mtar/wolf/Wolf_layers	732268a7b0af
tpp/chara/wlf/Scenes/wlf0_main0_def	2c0dea485224
tpp/chara/wlf/Scenes/wlf0_main0_def	2c0dea485224
tpp/chara/wlf/Scenes/wlf0_main0_def	2c0dea485224
tpp/level/mission2/animal/powerPlant_SE/anml_powerPlant_SE_00	48e018bfe7a4
tpp/parts/chara/wlf/wlf0_main0_def_v00	76e11f724077
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/ddg/dog_targetdefense	ae8c0ed178a2
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_dog	6afcd05d5d95
tpp/pack/mission2/animal/remnants_NE/anml_remnants_NE_00	9c7b975adb3a
tpp/motion/motion_graph/wolf/Wolf_layers	a06f8a604d87
tpp/motion/mtar/wolf/Wolf_layers	732268a7b0af
tpp/chara/wlf/Scenes/wlf0_main0_def	2c0dea485224
tpp/chara/wlf/Scenes/wlf0_main0_def	2c0dea485224
tpp/chara/wlf/Scenes/wlf0_main0_def	2c0dea485224
tpp/level/mission2/animal/remnants_NE/anml_remnants_NE_00	ebb82b0c5af4
tpp/parts/chara/wlf/wlf0_main0_def_v00	76e11f724077
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/ddg/dog_targetdefense	ae8c0ed178a2
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/remnantsNorth_N/anml_remnantsNorth_N_00	e9f8b2b79bb9
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/fova/chara/got/got0_kkl_v00	1bd787dd3e60
tpp/level/mission2/animal/remnantsNorth_N/anml_remnantsNorth_N_00	cf20af5e4a7d
tpp/parts/chara/kkl/kkl0_main0_def_v00	941e04ce7d35
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/remnantsNorth_N/anml_remnantsNorth_N_10	738294d87380
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/fova/chara/got/got0_kkl_v00	1bd787dd3e60
tpp/level/mission2/animal/remnantsNorth_N/anml_remnantsNorth_N_10	ff4f4cd1c6e2
tpp/parts/chara/kkl/kkl0_main0_def_v00	941e04ce7d35
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/ruins_N/anml_ruins_N_00	d36d8749d23d
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/fova/chara/kkl/kkl_v00	51766f0283c9
tpp/level/mission2/animal/ruins_N/anml_ruins_N_00	9f9514e7608b
tpp/parts/chara/kkl/kkl0_main0_def_v00	941e04ce7d35
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_ddog	3d99b7a28c82
tpp/pack/mission2/animal/ruins_N/anml_ruins_N_01	ab4fb5646e48
tpp/motion/motion_graph/buddypuppy/BuddyPuppy_layers	4107850f1008
tpp/motion/mtar/buddypuppy/BuddyPuppy_layers	c530225ab001
tpp/chara/ddg/Scenes/ddg1_main0_low	894e7b2bce61
tpp/chara/ddg/Scenes/ddg1_main0_low	894e7b2bce61
tpp/chara/ddg/Scenes/ddg1_main0_low	894e7b2bce61
tpp/fova/chara/ddg/ddg1_v01_c00_low	d440d113cc47
tpp/fova/chara/ddg/ddg1_v02_c00_low	3d81102fb096
tpp/level/mission2/animal/ruins_N/anml_ruins_N_01	3fcc586e8059
tpp/parts/chara/ddg/ddg1_main0_low_v00	b34920562b3a
tpp/effect/vfx_data/chara/fx_tpp_chrfotsmk03d_s3MG	b07c752a026c
tpp/effect/vfx_data/chara/fx_tpp_chrfotsmk02d_s1MG	8d833ff4923e
tpp/effect/vfx_data/chara/fx_tpp_chrfotsmk01d_s0MG	1235e509b675
tpp/effect/vfx_data/chara/fx_tpp_chrfotrin03d_s3MG	a0338cb5e9ad
tpp/effect/vfx_data/chara/fx_tpp_chrfotrin02d_s1MG	972cffebabf7
tpp/effect/vfx_data/chara/fx_tpp_chrfotrin01d_s0MG	bfb0470e202f
tpp/parts/chara/dog/WatchDogPushDefenseTarget	91a9bf751800
tpp/parts/chara/dog/WatchDogDefenseTarget	a23231918d67
tpp/chara/ddg/Fox_files/ddg0_main0_def_s00	7e0d7b976d88
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/ruins_S/anml_ruins_S_00	2cb9a8c9e4a4
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/fova/chara/kkl/kkl_v00	51766f0283c9
tpp/level/mission2/animal/ruins_S/anml_ruins_S_00	3bee93a28a95
tpp/parts/chara/kkl/kkl0_main0_def_v00	941e04ce7d35
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_zebra	1bc57bd422a3
tpp/pack/mission2/animal/savannah_N/anml_savannah_N_00	374fbb4f5e70
tpp/motion/motion_graph/zebra/TppZebra_layers	997fd2d0291c
tpp/motion/mtar/zebra/Zebra_layers	9ba397bdcd06
tpp/chara/zbr/Scenes/zbr0_main0_def	7e8f2f8d4343
tpp/chara/zbr/Scenes/zbr0_main0_def	7e8f2f8d4343
tpp/level/mission2/animal/savannah_N/anml_savannah_N_00	2bb74eaa7204
tpp/parts/chara/zbr/zbr0_main0_def_v00	4819b16a9adb
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/hrs/hrs0_targetdefense	ddd8ed7209c1
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_zebra	1bc57bd422a3
tpp/pack/mission2/animal/savannah_NE/anml_savannah_NE_00	acc7d729bf22
tpp/motion/motion_graph/zebra/TppZebra_layers	997fd2d0291c
tpp/motion/mtar/zebra/Zebra_layers	9ba397bdcd06
tpp/chara/zbr/Scenes/zbr0_main0_def	7e8f2f8d4343
tpp/chara/zbr/Scenes/zbr0_main0_def	7e8f2f8d4343
tpp/level/mission2/animal/savannah_NE/anml_savannah_NE_00	b09b38b27688
tpp/parts/chara/zbr/zbr0_main0_def_v00	4819b16a9adb
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/hrs/hrs0_targetdefense	ddd8ed7209c1
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/savannah_S/anml_savannah_S_00	c63e4d39b2cd
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/nbn/Scenes/nbn0_main0_def	f2406b4c423b
tpp/chara/nbn/Scenes/nbn0_main0_def	f2406b4c423b
tpp/fova/chara/nbn/nbn_v00	d56423f5ecc1
tpp/level/mission2/animal/savannah_S/anml_savannah_S_00	dcc18e073f8a
tpp/parts/chara/nbn/nbn0_main0_def_v00	b2ca362ccb27
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/savannah_SE/anml_savannah_SE_00	e3a7c01a5cf3
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/bor/Scenes/bor0_main0_def	dfcf2b574e78
tpp/chara/bor/Scenes/bor0_main0_def	dfcf2b574e78
tpp/fova/chara/bor/bor0_v00	c37be8de51cd
tpp/level/mission2/animal/savannah_SE/anml_savannah_SE_00	4cae4bdc2e65
tpp/parts/chara/bor/bor0_main0_def_v00	b1afba0ddac0
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
tpp/chara/got/Fox_files/got0_main0_def	300138feddb0
tpp/script/mission/animal_block	d481333b66b1
tpp/rig/frig/tpp_goat	433d26c92e91
tpp/pack/mission2/animal/slopedTown_S/anml_slopedTown_S_00	87056c20cabe
tpp/motion/motion_graph/goat/Goat_layers	1f8c81e68a61
tpp/motion/mtar/goat/Goat_layers	d975339092c5
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/chara/kkl/Scenes/kkl0_main0_def	5e44925e7a19
tpp/fova/chara/kkl/kkl_v00	51766f0283c9
tpp/level/mission2/animal/slopedTown_S/anml_slopedTown_S_00	0266a1b6f28b
tpp/parts/chara/kkl/kkl0_main0_def_v00	941e04ce7d35
tpp/effect/vfx_data/fire/fx_tpp_firchr02_s2	6a2f2bdeaae7
tpp/parts/chara/bor/bor_targetdefense	67c78155b0cd
